Sale Key,City Key,Customer Key,Bill To Customer Key,Stock Item Key,Invoice Date Key,Delivery Date Key,Salesperson Key,WWI Invoice ID,Description,Package,Quantity,Unit Price,Tax Rate,Total Excluding Tax,Tax Amount,Profit,Total Including Tax,Total Dry Items,Total Chiller Items,Lineage Key
21276,1083,107,1,111,2/17/2015,2/18/2015,13,41722,Superhero action jacket (Blue) XS,Each,3,25,15,75,11.25,18,86.25,3,0,11
21277,2845,109,1,113,2/23/2015,2/24/2015,127,42031,Superhero action jacket (Blue) 3XS,Each,3,25,15,75,11.25,18,86.25,3,0,11
21278,2367,186,1,158,3/16/2015,3/17/2015,4,43427,RC toy sedan car with remote control (Yellow) 1/50 scale,Each,3,25,15,75,11.25,37.5,86.25,3,0,11
21279,3067,48,1,219,3/20/2015,3/21/2015,1,43622,USB missile launcher (Green),Each,3,25,15,75,11.25,46.5,86.25,3,0,11
21280,2046,163,1,219,3/23/2015,3/24/2015,127,43715,USB missile launcher (Green),Each,3,25,15,75,11.25,46.5,86.25,3,0,11
21281,1777,197,1,113,3/25/2015,3/26/2015,129,43895,Superhero action jacket (Blue) 3XS,Each,3,25,15,75,11.25,18,86.25,3,0,11
21282,1038,131,1,112,4/15/2015,4/16/2015,143,45302,Superhero action jacket (Blue) XXS,Each,3,25,15,75,11.25,18,86.25,3,0,11
21283,1737,56,1,110,4/23/2015,4/24/2015,127,45847,Superhero action jacket (Blue) S,Each,3,25,15,75,11.25,18,86.25,3,0,11
21284,2588,180,1,113,5/4/2015,5/5/2015,13,46500,Superhero action jacket (Blue) 3XS,Each,3,25,15,75,11.25,18,86.25,3,0,11
21285,2588,180,1,219,6/22/2015,6/23/2015,119,49546,USB missile launcher (Green),Each,3,25,15,75,11.25,46.5,86.25,3,0,11
21286,2046,163,1,160,6/26/2015,6/27/2015,154,49785,RC toy sedan car with remote control (Blue) 1/50 scale,Each,3,25,15,75,11.25,37.5,86.25,3,0,11
21287,3133,43,1,112,2/6/2015,2/7/2015,13,41141,Superhero action jacket (Blue) XXS,Each,1,25,15,25,3.75,6,28.75,1,0,11
21288,2367,186,1,160,3/4/2015,3/5/2015,15,42627,RC toy sedan car with remote control (Blue) 1/50 scale,Each,1,25,15,25,3.75,12.5,28.75,1,0,11
21289,3067,48,1,158,3/20/2015,3/21/2015,1,43622,RC toy sedan car with remote control (Yellow) 1/50 scale,Each,1,25,15,25,3.75,12.5,28.75,1,0,11
21290,862,98,1,158,5/19/2015,5/20/2015,127,47401,RC toy sedan car with remote control (Yellow) 1/50 scale,Each,1,25,15,25,3.75,12.5,28.75,1,0,11
21291,2019,136,1,219,6/29/2015,6/30/2015,19,49923,USB missile launcher (Green),Each,1,25,15,25,3.75,15.5,28.75,1,0,11
21292,1777,197,1,157,7/1/2015,7/2/2015,154,50125,RC toy sedan car with remote control (Pink) 1/50 scale,Each,1,25,15,25,3.75,12.5,28.75,1,0,11
21293,1340,23,1,159,8/25/2015,8/26/2015,19,53468,RC toy sedan car with remote control (Green) 1/50 scale,Each,1,25,15,25,3.75,12.5,28.75,1,0,11
21294,2732,78,1,162,2/19/2015,2/20/2015,19,41842,RC toy sedan car with remote control (Black) 1/50 scale,Each,7,25,15,175,26.25,87.5,201.25,7,0,11
21295,2046,163,1,157,3/20/2015,3/21/2015,129,43648,RC toy sedan car with remote control (Pink) 1/50 scale,Each,7,25,15,175,26.25,87.5,201.25,7,0,11
21296,2386,127,1,112,4/10/2015,4/11/2015,13,44949,Superhero action jacket (Blue) XXS,Each,7,25,15,175,26.25,42,201.25,7,0,11
21297,3133,43,1,159,5/26/2015,5/27/2015,19,47828,RC toy sedan car with remote control (Green) 1/50 scale,Each,7,25,15,175,26.25,87.5,201.25,7,0,11
21298,1764,69,1,162,6/12/2015,6/13/2015,14,49065,RC toy sedan car with remote control (Black) 1/50 scale,Each,7,25,15,175,26.25,87.5,201.25,7,0,11
21299,1340,23,1,219,7/13/2015,7/14/2015,143,50871,USB missile launcher (Green),Each,7,25,15,175,26.25,108.5,201.25,7,0,11
21300,966,102,1,111,7/14/2015,7/15/2015,154,50974,Superhero action jacket (Blue) XS,Each,7,25,15,175,26.25,42,201.25,7,0,11
21301,2367,186,1,218,7/15/2015,7/16/2015,143,51079,USB rocket launcher (Gray),Each,7,25,15,175,26.25,108.5,201.25,7,0,11
21302,2367,186,1,161,8/12/2015,8/13/2015,119,52802,RC toy sedan car with remote control (Red) 1/50 scale,Each,7,25,15,175,26.25,87.5,201.25,7,0,11
21303,3133,43,1,161,8/25/2015,8/26/2015,12,53520,RC toy sedan car with remote control (Red) 1/50 scale,Each,7,25,15,175,26.25,87.5,201.25,7,0,11
21304,1777,197,1,219,8/25/2015,8/26/2015,14,53471,USB missile launcher (Green),Each,7,25,15,175,26.25,108.5,201.25,7,0,11
21305,2845,109,1,162,9/2/2015,9/3/2015,1,53958,RC toy sedan car with remote control (Black) 1/50 scale,Each,7,25,15,175,26.25,87.5,201.25,7,0,11
21306,1083,107,1,160,1/5/2015,1/6/2015,105,39257,RC toy sedan car with remote control (Blue) 1/50 scale,Each,9,25,15,225,33.75,112.5,258.75,9,0,11
21307,1340,23,1,160,2/17/2015,2/18/2015,127,41707,RC toy sedan car with remote control (Blue) 1/50 scale,Each,9,25,15,225,33.75,112.5,258.75,9,0,11
21308,1590,47,1,112,3/12/2015,3/13/2015,127,43151,Superhero action jacket (Blue) XXS,Each,9,25,15,225,33.75,54,258.75,9,0,11
21309,2046,163,1,110,3/23/2015,3/24/2015,127,43715,Superhero action jacket (Blue) S,Each,9,25,15,225,33.75,54,258.75,9,0,11
21310,966,102,1,161,4/3/2015,4/4/2015,11,44488,RC toy sedan car with remote control (Red) 1/50 scale,Each,9,25,15,225,33.75,112.5,258.75,9,0,11
21311,3067,48,1,111,4/23/2015,4/24/2015,129,45770,Superhero action jacket (Blue) XS,Each,9,25,15,225,33.75,54,258.75,9,0,11
21312,157,25,1,113,5/14/2015,5/15/2015,119,47104,Superhero action jacket (Blue) 3XS,Each,9,25,15,225,33.75,54,258.75,9,0,11
21313,1777,197,1,111,7/1/2015,7/2/2015,19,50086,Superhero action jacket (Blue) XS,Each,9,25,15,225,33.75,54,258.75,9,0,11
21314,1083,107,1,110,7/7/2015,7/8/2015,14,50495,Superhero action jacket (Blue) S,Each,9,25,15,225,33.75,54,258.75,9,0,11
21315,966,102,1,157,7/16/2015,7/17/2015,19,51121,RC toy sedan car with remote control (Pink) 1/50 scale,Each,9,25,15,225,33.75,112.5,258.75,9,0,11
21316,1479,37,1,111,8/4/2015,8/5/2015,12,52375,Superhero action jacket (Blue) XS,Each,9,25,15,225,33.75,54,258.75,9,0,11
21317,2021,52,1,161,8/11/2015,8/12/2015,143,52737,RC toy sedan car with remote control (Red) 1/50 scale,Each,9,25,15,225,33.75,112.5,258.75,9,0,11
21318,1479,37,1,112,8/22/2015,8/23/2015,129,53352,Superhero action jacket (Blue) XXS,Each,9,25,15,225,33.75,54,258.75,9,0,11
21319,1652,19,1,162,1/8/2015,1/9/2015,13,39479,RC toy sedan car with remote control (Black) 1/50 scale,Each,5,25,15,125,18.75,62.5,143.75,5,0,11
21320,2588,180,1,157,3/24/2015,3/25/2015,4,43853,RC toy sedan car with remote control (Pink) 1/50 scale,Each,5,25,15,125,18.75,62.5,143.75,5,0,11
21321,2845,109,1,160,4/7/2015,4/8/2015,15,44722,RC toy sedan car with remote control (Blue) 1/50 scale,Each,5,25,15,125,18.75,62.5,143.75,5,0,11
21322,862,98,1,160,6/24/2015,6/25/2015,19,49669,RC toy sedan car with remote control (Blue) 1/50 scale,Each,5,25,15,125,18.75,62.5,143.75,5,0,11
21323,1038,131,1,159,6/29/2015,6/30/2015,14,49933,RC toy sedan car with remote control (Green) 1/50 scale,Each,5,25,15,125,18.75,62.5,143.75,5,0,11
21324,862,98,1,113,7/15/2015,7/16/2015,129,51059,Superhero action jacket (Blue) 3XS,Each,5,25,15,125,18.75,30,143.75,5,0,11
21325,2805,201,1,159,1/13/2015,1/14/2015,105,39662,RC toy sedan car with remote control (Green) 1/50 scale,Each,8,25,15,200,30,100,230,8,0,11
21326,3133,43,1,111,3/25/2015,3/26/2015,129,43908,Superhero action jacket (Blue) XS,Each,8,25,15,200,30,48,230,8,0,11
21327,862,98,1,162,4/22/2015,4/23/2015,4,45744,RC toy sedan car with remote control (Black) 1/50 scale,Each,8,25,15,200,30,100,230,8,0,11
21328,1083,107,1,160,4/28/2015,4/29/2015,9,46073,RC toy sedan car with remote control (Blue) 1/50 scale,Each,8,25,15,200,30,100,230,8,0,11
21329,1590,47,1,112,5/28/2015,5/29/2015,127,48027,Superhero action jacket (Blue) XXS,Each,8,25,15,200,30,48,230,8,0,11
21330,1479,37,1,161,6/5/2015,6/6/2015,1,48593,RC toy sedan car with remote control (Red) 1/50 scale,Each,8,25,15,200,30,100,230,8,0,11
21331,2386,127,1,218,6/5/2015,6/6/2015,11,48595,USB rocket launcher (Gray),Each,8,25,15,200,30,124,230,8,0,11
21332,862,98,1,219,6/12/2015,6/13/2015,14,49046,USB missile launcher (Green),Each,8,25,15,200,30,124,230,8,0,11
21333,2386,127,1,159,8/11/2015,8/12/2015,119,52760,RC toy sedan car with remote control (Green) 1/50 scale,Each,8,25,15,200,30,100,230,8,0,11
21334,1652,19,1,157,8/19/2015,8/20/2015,154,53173,RC toy sedan car with remote control (Pink) 1/50 scale,Each,8,25,15,200,30,100,230,8,0,11
21335,1791,176,1,161,8/27/2015,8/28/2015,154,53655,RC toy sedan car with remote control (Red) 1/50 scale,Each,8,25,15,200,30,100,230,8,0,11
21336,1652,19,1,161,1/5/2015,1/6/2015,105,39306,RC toy sedan car with remote control (Red) 1/50 scale,Each,6,25,15,150,22.5,75,172.5,6,0,11
21337,2386,127,1,162,1/27/2015,1/28/2015,9,40550,RC toy sedan car with remote control (Black) 1/50 scale,Each,6,25,15,150,22.5,75,172.5,6,0,11
21338,2046,163,1,162,1/29/2015,1/30/2015,1,40660,RC toy sedan car with remote control (Black) 1/50 scale,Each,6,25,15,150,22.5,75,172.5,6,0,11
21339,2805,201,1,158,1/30/2015,1/31/2015,1,40747,RC toy sedan car with remote control (Yellow) 1/50 scale,Each,6,25,15,150,22.5,75,172.5,6,0,11
21340,1764,69,1,161,2/18/2015,2/19/2015,1,41759,RC toy sedan car with remote control (Red) 1/50 scale,Each,6,25,15,150,22.5,75,172.5,6,0,11
21341,1590,47,1,159,3/16/2015,3/17/2015,4,43353,RC toy sedan car with remote control (Green) 1/50 scale,Each,6,25,15,150,22.5,75,172.5,6,0,11
21342,2367,186,1,157,3/18/2015,3/19/2015,13,43495,RC toy sedan car with remote control (Pink) 1/50 scale,Each,6,25,15,150,22.5,75,172.5,6,0,11
21343,157,25,1,111,5/14/2015,5/15/2015,119,47104,Superhero action jacket (Blue) XS,Each,6,25,15,150,22.5,36,172.5,6,0,11
21344,1777,197,1,157,5/26/2015,5/27/2015,14,47816,RC toy sedan car with remote control (Pink) 1/50 scale,Each,6,25,15,150,22.5,75,172.5,6,0,11
21345,2732,78,1,218,6/6/2015,6/7/2015,11,48619,USB rocket launcher (Gray),Each,6,25,15,150,22.5,93,172.5,6,0,11
21346,2386,127,1,112,6/24/2015,6/25/2015,12,49630,Superhero action jacket (Blue) XXS,Each,6,25,15,150,22.5,36,172.5,6,0,11
21347,1791,176,1,111,7/8/2015,7/9/2015,129,50576,Superhero action jacket (Blue) XS,Each,6,25,15,150,22.5,36,172.5,6,0,11
21348,2021,52,1,218,7/22/2015,7/23/2015,1,51511,USB rocket launcher (Gray),Each,6,25,15,150,22.5,93,172.5,6,0,11
21349,2019,136,1,111,8/24/2015,8/25/2015,143,53412,Superhero action jacket (Blue) XS,Each,6,25,15,150,22.5,36,172.5,6,0,11
21350,1340,23,1,161,8/25/2015,8/26/2015,19,53468,RC toy sedan car with remote control (Red) 1/50 scale,Each,6,25,15,150,22.5,75,172.5,6,0,11
21351,2021,52,1,112,9/5/2015,9/6/2015,11,54173,Superhero action jacket (Blue) XXS,Each,6,25,15,150,22.5,36,172.5,6,0,11
21352,2386,127,1,158,1/21/2015,1/22/2015,9,40191,RC toy sedan car with remote control (Yellow) 1/50 scale,Each,2,25,15,50,7.5,25,57.5,2,0,11
21353,1083,107,1,219,1/29/2015,1/30/2015,13,40665,USB missile launcher (Green),Each,2,25,15,50,7.5,31,57.5,2,0,11
21354,1496,142,1,160,2/26/2015,2/27/2015,143,42323,RC toy sedan car with remote control (Blue) 1/50 scale,Each,2,25,15,50,7.5,25,57.5,2,0,11
21355,1340,23,1,219,3/11/2015,3/12/2015,119,43073,USB missile launcher (Green),Each,2,25,15,50,7.5,31,57.5,2,0,11
21356,2588,180,1,158,4/11/2015,4/12/2015,129,45025,RC toy sedan car with remote control (Yellow) 1/50 scale,Each,2,25,15,50,7.5,25,57.5,2,0,11
21357,2732,78,1,111,4/24/2015,4/25/2015,127,45911,Superhero action jacket (Blue) XS,Each,2,25,15,50,7.5,12,57.5,2,0,11
21358,2019,136,1,162,4/27/2015,4/28/2015,1,46018,RC toy sedan car with remote control (Black) 1/50 scale,Each,2,25,15,50,7.5,25,57.5,2,0,11
21359,1652,19,1,161,6/3/2015,6/4/2015,14,48407,RC toy sedan car with remote control (Red) 1/50 scale,Each,2,25,15,50,7.5,25,57.5,2,0,11
21360,862,98,1,158,6/12/2015,6/13/2015,14,49046,RC toy sedan car with remote control (Yellow) 1/50 scale,Each,2,25,15,50,7.5,25,57.5,2,0,11
21361,1590,47,1,218,7/6/2015,7/7/2015,154,50376,USB rocket launcher (Gray),Each,2,25,15,50,7.5,31,57.5,2,0,11
21362,1496,142,1,111,7/13/2015,7/14/2015,119,50862,Superhero action jacket (Blue) XS,Each,2,25,15,50,7.5,12,57.5,2,0,11
21363,1601,31,1,219,7/24/2015,7/25/2015,14,51741,USB missile launcher (Green),Each,2,25,15,50,7.5,31,57.5,2,0,11
21364,2805,201,1,162,7/28/2015,7/29/2015,143,51888,RC toy sedan car with remote control (Black) 1/50 scale,Each,2,25,15,50,7.5,25,57.5,2,0,11
21365,2386,127,1,110,8/11/2015,8/12/2015,119,52760,Superhero action jacket (Blue) S,Each,2,25,15,50,7.5,12,57.5,2,0,11
21366,2552,20,1,111,9/2/2015,9/3/2015,1,53966,Superhero action jacket (Blue) XS,Each,2,25,15,50,7.5,12,57.5,2,0,11
21367,2552,20,1,112,9/2/2015,9/3/2015,1,53966,Superhero action jacket (Blue) XXS,Each,2,25,15,50,7.5,12,57.5,2,0,11
21368,2405,297,202,126,1/9/2015,1/10/2015,13,39584,The Gu red shirt XML tag t-shirt (Black) L,Each,120,18,15,2160,324,1320,2484,120,0,11
21369,1442,399,202,119,1/13/2015,1/14/2015,13,39708,The Gu red shirt XML tag t-shirt (Black) 7XL,Each,120,18,15,2160,324,1140,2484,120,0,11
21370,2405,297,202,124,2/9/2015,2/10/2015,15,41184,The Gu red shirt XML tag t-shirt (Black) XXL,Each,120,18,15,2160,324,1260,2484,120,0,11
21371,1521,384,202,123,2/12/2015,2/13/2015,15,41509,The Gu red shirt XML tag t-shirt (Black) 3XL,Each,120,18,15,2160,324,1200,2484,120,0,11
21372,1521,384,202,126,2/12/2015,2/13/2015,15,41509,The Gu red shirt XML tag t-shirt (Black) L,Each,120,18,15,2160,324,1320,2484,120,0,11
21373,1521,384,202,135,2/12/2015,2/13/2015,15,41509,The Gu red shirt XML tag t-shirt (White) 4XL,Each,120,18,15,2160,324,1200,2484,120,0,11
21374,2647,273,202,138,3/7/2015,3/8/2015,127,42845,The Gu red shirt XML tag t-shirt (White) XL,Each,120,18,15,2160,324,1260,2484,120,0,11
21375,1819,374,202,72,3/10/2015,3/11/2015,127,42963,Halloween skull mask (Gray) L,Each,120,18,15,2160,324,360,2484,120,0,11
21376,1521,384,202,131,4/13/2015,4/14/2015,15,45083,The Gu red shirt XML tag t-shirt (Black) 3XS,Each,120,18,15,2160,324,1320,2484,120,0,11
21377,2047,223,202,141,4/13/2015,4/14/2015,1,45126,The Gu red shirt XML tag t-shirt (White) S,Each,120,18,15,2160,324,1320,2484,120,0,11
21378,1819,374,202,125,4/27/2015,4/28/2015,127,45968,The Gu red shirt XML tag t-shirt (Black) XL,Each,120,18,15,2160,324,1260,2484,120,0,11
21379,980,274,202,124,4/30/2015,5/1/2015,4,46315,The Gu red shirt XML tag t-shirt (Black) XXL,Each,120,18,15,2160,324,1260,2484,120,0,11
21380,28,338,202,135,5/18/2015,5/19/2015,19,47288,The Gu red shirt XML tag t-shirt (White) 4XL,Each,120,18,15,2160,324,1200,2484,120,0,11
21381,1442,399,202,137,5/18/2015,5/19/2015,127,47352,The Gu red shirt XML tag t-shirt (White) XXL,Each,120,18,15,2160,324,1260,2484,120,0,11
21382,1442,399,202,132,6/9/2015,6/10/2015,143,48825,The Gu red shirt XML tag t-shirt (White) 7XL,Each,120,18,15,2160,324,1140,2484,120,0,11
21383,1819,374,202,135,6/9/2015,6/10/2015,127,48806,The Gu red shirt XML tag t-shirt (White) 4XL,Each,120,18,15,2160,324,1200,2484,120,0,11
21384,28,338,202,76,6/22/2015,6/23/2015,143,49525,Halloween zombie mask (Light Brown) L,Each,120,18,15,2160,324,-120,2484,120,0,11
21385,2526,272,202,78,8/12/2015,8/13/2015,154,52805,Halloween zombie mask (Light Brown) S,Each,120,18,15,2160,324,-120,2484,120,0,11
21386,2526,272,202,71,8/12/2015,8/13/2015,154,52805,Halloween skull mask (Gray) XL,Each,120,18,15,2160,324,360,2484,120,0,11
21387,3234,281,202,128,8/31/2015,9/1/2015,19,53860,The Gu red shirt XML tag t-shirt (Black) S,Each,120,18,15,2160,324,1320,2484,120,0,11
21388,2526,272,202,136,1/14/2015,1/15/2015,127,39751,The Gu red shirt XML tag t-shirt (White) 3XL,Each,72,18,15,1296,194.4,720,1490.4,72,0,11
21389,1744,364,202,122,1/26/2015,1/27/2015,119,40371,The Gu red shirt XML tag t-shirt (Black) 4XL,Each,72,18,15,1296,194.4,720,1490.4,72,0,11
21390,2526,272,202,74,3/3/2015,3/4/2015,15,42541,Halloween skull mask (Gray) S,Each,72,18,15,1296,194.4,216,1490.4,72,0,11
21391,2620,249,202,76,7/6/2015,7/7/2015,1,50333,Halloween zombie mask (Light Brown) L,Each,72,18,15,1296,194.4,-72,1490.4,72,0,11
21392,2047,223,202,75,7/11/2015,7/12/2015,154,50780,Halloween zombie mask (Light Brown) XL,Each,72,18,15,1296,194.4,-72,1490.4,72,0,11
21393,1220,398,202,143,2/12/2015,2/13/2015,129,41420,The Gu red shirt XML tag t-shirt (White) XXS,Each,72,18,15,1296,194.4,792,1490.4,72,0,11
21394,2047,223,202,129,2/27/2015,2/28/2015,13,42410,The Gu red shirt XML tag t-shirt (Black) XS,Each,72,18,15,1296,194.4,792,1490.4,72,0,11
21395,2526,272,202,131,3/21/2015,3/22/2015,13,43695,The Gu red shirt XML tag t-shirt (Black) 3XS,Each,72,18,15,1296,194.4,792,1490.4,72,0,11
21396,28,338,202,130,4/13/2015,4/14/2015,11,45090,The Gu red shirt XML tag t-shirt (Black) XXS,Each,72,18,15,1296,194.4,792,1490.4,72,0,11
21397,1220,398,202,129,7/10/2015,7/11/2015,154,50730,The Gu red shirt XML tag t-shirt (Black) XS,Each,72,18,15,1296,194.4,792,1490.4,72,0,11
21398,2647,273,202,126,8/28/2015,8/29/2015,19,53774,The Gu red shirt XML tag t-shirt (Black) L,Each,72,18,15,1296,194.4,792,1490.4,72,0,11
21399,980,274,202,126,1/31/2015,2/1/2015,9,40803,The Gu red shirt XML tag t-shirt (Black) L,Each,96,18,15,1728,259.2,1056,1987.2,96,0,11
21400,2219,210,202,130,2/20/2015,2/21/2015,15,41912,The Gu red shirt XML tag t-shirt (Black) XXS,Each,96,18,15,1728,259.2,1056,1987.2,96,0,11
21401,28,338,202,126,4/14/2015,4/15/2015,4,45155,The Gu red shirt XML tag t-shirt (Black) L,Each,96,18,15,1728,259.2,1056,1987.2,96,0,11
21402,1442,399,202,141,4/29/2015,4/30/2015,1,46192,The Gu red shirt XML tag t-shirt (White) S,Each,96,18,15,1728,259.2,1056,1987.2,96,0,11
21403,1521,384,202,131,5/20/2015,5/21/2015,19,47462,The Gu red shirt XML tag t-shirt (Black) 3XS,Each,96,18,15,1728,259.2,1056,1987.2,96,0,11
21404,2620,249,202,130,5/20/2015,5/21/2015,19,47483,The Gu red shirt XML tag t-shirt (Black) XXS,Each,96,18,15,1728,259.2,1056,1987.2,96,0,11
21405,2219,210,202,131,6/17/2015,6/18/2015,1,49248,The Gu red shirt XML tag t-shirt (Black) 3XS,Each,96,18,15,1728,259.2,1056,1987.2,96,0,11
21406,2405,297,202,127,8/10/2015,8/11/2015,14,52651,The Gu red shirt XML tag t-shirt (Black) M,Each,96,18,15,1728,259.2,1056,1987.2,96,0,11
21407,1585,253,202,128,9/2/2015,9/3/2015,154,53946,The Gu red shirt XML tag t-shirt (Black) S,Each,96,18,15,1728,259.2,1056,1987.2,96,0,11
21408,3234,281,202,133,1/9/2015,1/10/2015,116,39542,The Gu red shirt XML tag t-shirt (White) 6XL,Each,96,18,15,1728,259.2,960,1987.2,96,0,11
21409,2405,297,202,119,1/9/2015,1/10/2015,13,39584,The Gu red shirt XML tag t-shirt (Black) 7XL,Each,96,18,15,1728,259.2,912,1987.2,96,0,11
21410,2536,375,202,138,1/12/2015,1/13/2015,19,39634,The Gu red shirt XML tag t-shirt (White) XL,Each,96,18,15,1728,259.2,1008,1987.2,96,0,11
21411,3234,281,202,78,3/12/2015,3/13/2015,143,43158,Halloween zombie mask (Light Brown) S,Each,96,18,15,1728,259.2,-96,1987.2,96,0,11
21412,1521,384,202,77,4/13/2015,4/14/2015,15,45083,Halloween zombie mask (Light Brown) M,Each,96,18,15,1728,259.2,-96,1987.2,96,0,11
21413,2405,297,202,120,4/17/2015,4/18/2015,129,45477,The Gu red shirt XML tag t-shirt (Black) 6XL,Each,96,18,15,1728,259.2,960,1987.2,96,0,11
21414,2647,273,202,123,4/27/2015,4/28/2015,11,46021,The Gu red shirt XML tag t-shirt (Black) 3XL,Each,96,18,15,1728,259.2,960,1987.2,96,0,11
21415,1744,364,202,77,5/1/2015,5/2/2015,129,46344,Halloween zombie mask (Light Brown) M,Each,96,18,15,1728,259.2,-96,1987.2,96,0,11
21416,1220,398,202,138,5/15/2015,5/16/2015,119,47186,The Gu red shirt XML tag t-shirt (White) XL,Each,96,18,15,1728,259.2,1008,1987.2,96,0,11
21417,2526,272,202,75,6/8/2015,6/9/2015,119,48695,Halloween zombie mask (Light Brown) XL,Each,96,18,15,1728,259.2,-96,1987.2,96,0,11
21418,980,274,202,77,6/9/2015,6/10/2015,127,48789,Halloween zombie mask (Light Brown) M,Each,96,18,15,1728,259.2,-96,1987.2,96,0,11
21419,3234,281,202,74,6/12/2015,6/13/2015,4,49037,Halloween skull mask (Gray) S,Each,96,18,15,1728,259.2,288,1987.2,96,0,11
21420,1744,364,202,125,6/22/2015,6/23/2015,19,49493,The Gu red shirt XML tag t-shirt (Black) XL,Each,96,18,15,1728,259.2,1008,1987.2,96,0,11
21421,2405,297,202,138,7/1/2015,7/2/2015,1,50066,The Gu red shirt XML tag t-shirt (White) XL,Each,96,18,15,1728,259.2,1008,1987.2,96,0,11
21422,2405,297,202,75,7/17/2015,7/18/2015,129,51227,Halloween zombie mask (Light Brown) XL,Each,96,18,15,1728,259.2,-96,1987.2,96,0,11
21423,1585,253,202,137,7/17/2015,7/18/2015,14,51198,The Gu red shirt XML tag t-shirt (White) XXL,Each,96,18,15,1728,259.2,1008,1987.2,96,0,11
21424,2620,249,202,121,7/30/2015,7/31/2015,14,52076,The Gu red shirt XML tag t-shirt (Black) 5XL,Each,96,18,15,1728,259.2,960,1987.2,96,0,11
21425,2047,223,202,137,8/3/2015,8/4/2015,1,52263,The Gu red shirt XML tag t-shirt (White) XXL,Each,96,18,15,1728,259.2,1008,1987.2,96,0,11
21426,980,274,202,125,8/28/2015,8/29/2015,12,53692,The Gu red shirt XML tag t-shirt (Black) XL,Each,96,18,15,1728,259.2,1008,1987.2,96,0,11
21427,2219,210,202,78,9/5/2015,9/6/2015,119,54183,Halloween zombie mask (Light Brown) S,Each,96,18,15,1728,259.2,-96,1987.2,96,0,11
21428,1744,364,202,61,2/10/2015,2/11/2015,1,41294,20 mm Double sided bubble wrap 10m,Each,90,18,15,1620,243,900,1863,90,0,11
21429,1819,374,202,61,2/27/2015,2/28/2015,119,42404,20 mm Double sided bubble wrap 10m,Each,70,18,15,1260,189,700,1449,70,0,11
21430,2047,223,202,61,7/22/2015,7/23/2015,14,51473,20 mm Double sided bubble wrap 10m,Each,10,18,15,180,27,100,207,10,0,11
21431,3234,281,202,61,8/10/2015,8/11/2015,1,52657,20 mm Double sided bubble wrap 10m,Each,10,18,15,180,27,100,207,10,0,11
21432,3234,281,202,136,2/5/2015,2/6/2015,129,41055,The Gu red shirt XML tag t-shirt (White) 3XL,Each,108,18,15,1944,291.6,1080,2235.6,108,0,11
21433,1442,399,202,123,2/18/2015,2/19/2015,4,41755,The Gu red shirt XML tag t-shirt (Black) 3XL,Each,108,18,15,1944,291.6,1080,2235.6,108,0,11
21434,2047,223,202,136,4/2/2015,4/3/2015,19,44431,The Gu red shirt XML tag t-shirt (White) 3XL,Each,108,18,15,1944,291.6,1080,2235.6,108,0,11
21435,1442,399,202,133,4/7/2015,4/8/2015,119,44750,The Gu red shirt XML tag t-shirt (White) 6XL,Each,108,18,15,1944,291.6,1080,2235.6,108,0,11
21436,2620,249,202,71,4/23/2015,4/24/2015,1,45808,Halloween skull mask (Gray) XL,Each,108,18,15,1944,291.6,324,2235.6,108,0,11
21437,1241,221,202,75,5/20/2015,5/21/2015,1,47501,Halloween zombie mask (Light Brown) XL,Each,108,18,15,1944,291.6,-108,2235.6,108,0,11
21438,1442,399,202,124,6/3/2015,6/4/2015,1,48388,The Gu red shirt XML tag t-shirt (Black) XXL,Each,108,18,15,1944,291.6,1134,2235.6,108,0,11
21439,1819,374,202,77,6/25/2015,6/26/2015,12,49711,Halloween zombie mask (Light Brown) M,Each,108,18,15,1944,291.6,-108,2235.6,108,0,11
21440,2647,273,202,136,8/26/2015,8/27/2015,143,53577,The Gu red shirt XML tag t-shirt (White) 3XL,Each,108,18,15,1944,291.6,1080,2235.6,108,0,11
21441,1585,253,202,141,1/14/2015,1/15/2015,129,39813,The Gu red shirt XML tag t-shirt (White) S,Each,108,18,15,1944,291.6,1188,2235.6,108,0,11
21442,2219,210,202,127,1/27/2015,1/28/2015,1,40490,The Gu red shirt XML tag t-shirt (Black) M,Each,108,18,15,1944,291.6,1188,2235.6,108,0,11
21443,2647,273,202,126,2/6/2015,2/7/2015,119,41123,The Gu red shirt XML tag t-shirt (Black) L,Each,108,18,15,1944,291.6,1188,2235.6,108,0,11
21444,1220,398,202,129,3/19/2015,3/20/2015,11,43573,The Gu red shirt XML tag t-shirt (Black) XS,Each,108,18,15,1944,291.6,1188,2235.6,108,0,11
21445,980,274,202,144,3/27/2015,3/28/2015,127,44071,The Gu red shirt XML tag t-shirt (White) 3XS,Each,108,18,15,1944,291.6,1188,2235.6,108,0,11
21446,1442,399,202,130,3/31/2015,4/1/2015,119,44260,The Gu red shirt XML tag t-shirt (Black) XXS,Each,108,18,15,1944,291.6,1188,2235.6,108,0,11
21447,2047,223,202,131,8/3/2015,8/4/2015,1,52263,The Gu red shirt XML tag t-shirt (Black) 3XS,Each,108,18,15,1944,291.6,1188,2235.6,108,0,11
21448,1241,221,202,128,8/4/2015,8/5/2015,12,52358,The Gu red shirt XML tag t-shirt (Black) S,Each,108,18,15,1944,291.6,1188,2235.6,108,0,11
